like1,parx,pary,parz,simulation_0,chain
inf,-2.152,-5.387,-7.76,inf,1.0
inf,9.125,-0.5317,-3.201,inf,1.0
inf,-8.75,0.7734,-6.727,inf,1.0
45440.0,0.1212,-5.33,7.773,45440.0,1.0
43840.0,-2.002,-4.594,2.021,43840.0,1.0
inf,7.86,2.547,9.35,inf,1.0
inf,9.664,-1.14,1.485,inf,1.0
39840.0,3.447,-2.66,-6.598,39840.0,1.0
inf,-6.074,1.025,-9.62,inf,1.0
inf,-9.54,2.016,0.9893,inf,1.0
inf,9.74,2.67,9.93,inf,1.0
inf,4.105,9.06,-5.72,inf,1.0
inf,5.85,-8.65,9.28,inf,1.0
12856.0,-0.2377,-1.899,-7.56,12856.0,1.0
260.0,1.723,3.049,7.703,260.0,1.0
42660.0,3.73,5.074,7.07,42660.0,1.0
6416.0,1.211,0.515,8.22,6416.0,1.0
inf,-5.42,4.496,6.336,inf,1.0
inf,-9.18,6.832,8.875,inf,1.0
inf,-5.926,7.383,6.37,inf,1.0
inf,-6.457,3.004,6.344,inf,1.0
inf,3.562,6.58,-5.688,inf,1.0
inf,-3.367,9.73,0.9795,inf,1.0
inf,-8.95,1.57,-6.72,inf,1.0
inf,0.172,-7.957,1.023,inf,1.0
16120.0,-3.91,2.967,5.79,16120.0,1.0
inf,-5.707,7.285,3.97,inf,1.0
inf,7.855,-3.184,7.07,inf,1.0
inf,-8.55,-3.443,-7.832,inf,1.0
inf,7.95,6.97,7.805,inf,1.0
9860.0,-2.707,0.4155,-6.945,9860.0,1.0
inf,9.484,-7.83,-9.01,inf,1.0
inf,7.863,-0.924,5.23,inf,1.0
inf,3.531,6.625,-4.16,inf,1.0
inf,6.75,6.133,2.236,inf,1.0
inf,-6.3,3.342,-8.64,inf,1.0
inf,-9.55,-4.74,-8.99,inf,1.0
inf,5.758,8.14,7.23,inf,1.0
inf,8.55,-4.77,-5.004,inf,1.0
inf,-8.29,7.152,2.238,inf,1.0
inf,-8.914,-9.484,-0.867,inf,1.0
inf,-2.578,6.945,0.825,inf,1.0
38430.0,-4.16,-1.823,-0.899,38430.0,1.0
inf,-6.863,0.01692,-1.558,inf,1.0
inf,5.52,6.152,-4.664,inf,1.0
48740.0,-2.824,4.113,-4.824,48740.0,1.0
inf,-4.598,5.17,-3.016,inf,1.0
inf,-1.649,9.78,8.66,inf,1.0
4724.0,-0.52,0.951,7.742,4724.0,1.0
inf,-5.59,-5.547,-1.433,inf,1.0
25950.0,1.127,-2.879,-7.277,25950.0,1.0
inf,6.832,-4.164,-5.496,inf,1.0
inf,6.01,-8.555,-3.887,inf,1.0
14480.0,-3.537,3.543,4.547,14480.0,1.0
inf,-8.07,-9.99,-2.688,inf,1.0
inf,-7.14,-2.654,-3.988,inf,1.0
inf,-9.4,9.2,7.68,inf,1.0
45440.0,-2.33,-5.21,8.695,45440.0,1.0
inf,-7.566,5.03,-0.997,inf,1.0
inf,9.15,7.67,8.11,inf,1.0
inf,-1.264,-7.3,9.086,inf,1.0
inf,1.88,8.66,7.234,inf,1.0
inf,-7.637,-2.22,5.12,inf,1.0
inf,-6.742,2.486,-1.794,inf,1.0
inf,-9.61,-5.785,-3.434,inf,1.0
inf,4.977,-1.507,-4.633,inf,1.0
inf,-9.04,9.17,-2.0,inf,1.0
inf,0.308,-7.855,-7.176,inf,1.0
inf,-5.773,-4.01,9.195,inf,1.0
inf,-3.777,-10.0,3.766,inf,1.0
39170.0,-2.078,3.771,-5.547,39170.0,1.0
24640.0,-3.326,2.102,-8.45,24640.0,1.0
inf,-4.844,-3.803,2.965,inf,1.0
inf,5.414,-5.332,6.195,inf,1.0
inf,2.48,-7.914,-9.03,inf,1.0
inf,-0.0912,-7.36,-6.613,inf,1.0
inf,5.137,-7.39,-7.895,inf,1.0
27470.0,-4.203,1.115,2.105,27470.0,1.0
27250.0,-1.327,2.623,-9.6,27250.0,1.0
inf,9.84,6.562,8.516,inf,1.0
inf,-3.898,9.5,9.0,inf,1.0
inf,8.5,4.715,-9.664,inf,1.0
inf,-6.656,-8.29,-0.733,inf,1.0
47100.0,-4.484,4.74,7.16,47100.0,1.0
inf,8.27,2.379,-6.406,inf,1.0
inf,2.275,-9.51,-4.805,inf,1.0
inf,-2.436,5.582,2.197,inf,1.0
inf,-9.84,-2.988,-1.256,inf,1.0
inf,-3.77,-8.61,7.97,inf,1.0
inf,8.66,2.055,-1.91,inf,1.0
10340.0,1.7705,0.665,-9.42,10340.0,1.0
4240.0,-1.892,-0.75,-4.293,4240.0,1.0
inf,5.934,5.324,-9.91,inf,1.0
inf,-8.484,3.787,3.678,inf,1.0
inf,8.02,-8.586,-1.646,inf,1.0
inf,8.76,4.32,1.135,inf,1.0
10370.0,-2.865,1.815,-4.62,10370.0,1.0
inf,-9.98,5.207,-5.492,inf,1.0
9176.0,-2.031,0.2407,8.805,9176.0,1.0
inf,-2.928,-6.85,-0.01776,inf,1.0
inf,-2.465,-7.4,-8.64,inf,1.0
13740.0,3.654,1.65,2.23,13740.0,1.0
inf,-9.33,-2.797,-6.074,inf,1.0
inf,5.477,-5.7,6.66,inf,1.0
inf,7.477,5.58,8.984,inf,1.0
inf,6.188,1.277,6.195,inf,1.0
48540.0,-2.877,5.516,8.555,48540.0,1.0
28530.0,-3.684,-2.734,3.088,28530.0,1.0
45570.0,1.426,-4.477,-0.2947,45570.0,1.0
inf,4.582,6.633,7.1,inf,1.0
18030.0,2.396,-1.8545,-7.633,18030.0,1.0
45280.0,-3.914,3.729,-3.928,45280.0,1.0
inf,-8.945,6.48,-9.23,inf,1.0
inf,8.35,-1.838,9.664,inf,1.0
inf,7.914,4.04,8.42,inf,1.0
inf,2.693,-7.79,9.31,inf,1.0
inf,-3.088,8.05,3.084,inf,1.0
inf,-4.53,6.75,7.76,inf,1.0
inf,5.92,8.48,3.361,inf,1.0
inf,1.374,-8.92,7.176,inf,1.0
1745.0,0.378,1.305,5.715,1745.0,1.0
inf,4.848,8.82,2.64,inf,1.0
inf,-9.42,7.457,-4.215,inf,1.0
inf,7.375,-2.572,7.184,inf,1.0
3720.0,-1.962,0.4675,5.285,3720.0,1.0
inf,-2.139,-4.332,-7.45,inf,1.0
inf,-6.496,-4.875,-4.43,inf,1.0
35840.0,-4.26,0.2429,6.11,35840.0,1.0
23970.0,3.818,1.1,8.83,23970.0,1.0
36130.0,-4.633,3.537,6.176,36130.0,1.0
inf,-3.44,6.35,4.145,inf,1.0
inf,-3.004,-8.44,3.646,inf,1.0
400.2,-1.106,2.334,3.807,400.2,1.0
inf,-7.26,2.744,-5.06,inf,1.0
inf,6.535,-3.373,5.066,inf,1.0
21570.0,-3.61,-1.018,-3.232,21570.0,1.0
inf,-9.805,-9.305,-5.33,inf,1.0
4324.0,-1.738,-3.246,8.62,4324.0,1.0
21440.0,-0.8296,4.375,4.99,21440.0,1.0
inf,-7.113,3.56,-8.15,inf,1.0
inf,5.03,-6.84,5.87,inf,1.0
inf,-9.16,1.831,8.81,inf,1.0
inf,-7.773,0.979,-7.953,inf,1.0
inf,-0.2732,-9.39,-4.81,inf,1.0
inf,9.086,-4.918,5.867,inf,1.0
40200.0,-3.76,4.375,1.644,40200.0,1.0
inf,-8.59,3.076,9.4,inf,1.0
inf,0.988,-6.45,-9.086,inf,1.0
inf,-5.96,-2.441,-0.07336,inf,1.0
inf,1.565,6.86,1.722,inf,1.0
inf,5.953,-1.682,3.719,inf,1.0
inf,0.01721,-9.086,-8.72,inf,1.0
inf,6.332,-3.74,1.188,inf,1.0
inf,-1.419,8.75,-0.1193,inf,1.0
inf,-8.04,-1.614,5.055,inf,1.0
inf,9.76,8.234,-3.318,inf,1.0
inf,-7.69,3.74,2.861,inf,1.0
33440.0,3.492,-2.938,-1.631,33440.0,1.0
inf,1.992,6.918,1.072,inf,1.0
inf,-5.484,-2.383,-6.836,inf,1.0
inf,7.844,-4.965,-6.016,inf,1.0
inf,9.01,0.3428,7.33,inf,1.0
inf,9.27,-5.09,9.66,inf,1.0
inf,-0.11475,8.22,-7.266,inf,1.0
inf,-9.08,8.33,1.154,inf,1.0
inf,-0.8804,-8.56,-1.401,inf,1.0
inf,-2.809,4.43,-7.125,inf,1.0
11600.0,-2.828,-1.996,7.953,11600.0,1.0
inf,0.689,8.695,9.57,inf,1.0
inf,6.316,2.873,8.48,inf,1.0
inf,0.559,-9.94,6.453,inf,1.0
inf,-0.7656,-9.31,2.062,inf,1.0
inf,-8.18,4.375,-4.906,inf,1.0
inf,-9.484,-1.133,2.791,inf,1.0
18660.0,2.057,-3.38,0.0983,18660.0,1.0
inf,-4.74,-3.883,-5.88,inf,1.0
inf,0.6973,9.195,-4.094,inf,1.0
inf,-8.41,6.008,5.668,inf,1.0
inf,6.52,-6.875,1.694,inf,1.0
inf,6.125,2.885,-0.9917,inf,1.0
inf,7.38,8.99,5.15,inf,1.0
63520.0,1.668,4.793,-2.137,63520.0,1.0
inf,-6.445,-0.0713,4.145,inf,1.0
55200.0,2.947,4.707,-1.007,55200.0,1.0
inf,-4.133,-7.316,8.555,inf,1.0
inf,-7.688,-0.801,-3.64,inf,1.0
18740.0,3.447,-1.192,-2.62,18740.0,1.0
inf,2.01,-7.477,1.562,inf,1.0
inf,-8.77,6.53,2.13,inf,1.0
5092.0,-0.8525,0.1229,-7.09,5092.0,1.0
inf,6.023,-1.398,-9.2,inf,1.0
inf,9.984,4.03,-8.766,inf,1.0
inf,-8.9,8.36,6.707,inf,1.0
inf,9.4,4.8,-8.305,inf,1.0
inf,9.27,-0.8477,2.428,inf,1.0
inf,-9.6,6.273,-4.133,inf,1.0
58050.0,-4.85,0.5845,-6.957,58050.0,1.0
inf,-5.09,-2.4,-5.668,inf,1.0
3914.0,2.92,2.871,5.574,3914.0,1.0
44130.0,1.182,-4.133,-3.178,44130.0,1.0
8610.0,3.09,1.381,-2.498,8610.0,1.0
inf,7.953,-8.29,9.26,inf,1.0
inf,-4.777,7.074,6.367,inf,1.0
inf,-1.976,8.88,8.55,inf,1.0
inf,-8.73,3.93,-2.02,inf,1.0
inf,2.352,-8.78,9.88,inf,1.0
inf,-2.494,6.406,1.888,inf,1.0
inf,3.877,-9.73,-0.2368,inf,1.0
inf,7.51,-5.312,-8.66,inf,1.0
inf,-9.92,-2.848,-2.354,inf,1.0
inf,7.48,-9.96,-1.515,inf,1.0
inf,3.338,8.78,-3.812,inf,1.0
inf,-5.105,-0.922,8.98,inf,1.0
28960.0,-2.588,5.152,9.59,28960.0,1.0
inf,-3.115,-7.754,9.02,inf,1.0
43100.0,4.78,2.154,6.02,43100.0,1.0
inf,4.715,-7.297,2.768,inf,1.0
inf,-1.1455,7.49,-9.266,inf,1.0
inf,9.92,-5.14,0.3325,inf,1.0
inf,-8.0,-1.56,1.999,inf,1.0
inf,7.668,7.484,-5.758,inf,1.0
inf,-9.51,-2.865,-5.965,inf,1.0
inf,-7.258,-6.63,-2.627,inf,1.0
14280.0,2.52,-1.479,-6.84,14280.0,1.0
inf,3.893,-5.02,8.234,inf,1.0
inf,4.98,4.996,6.805,inf,1.0
17260.0,-2.076,-2.188,-6.62,17260.0,1.0
inf,-0.4175,6.008,-4.53,inf,1.0
inf,-9.625,-1.723,7.99,inf,1.0
inf,6.33,-8.42,-1.8,inf,1.0
inf,-6.715,1.042,1.034,inf,1.0
inf,0.4429,6.504,-3.99,inf,1.0
inf,-6.586,7.793,-2.549,inf,1.0
inf,-0.1498,-5.44,-6.777,inf,1.0
inf,7.83,-8.14,-3.52,inf,1.0
inf,5.387,-6.277,-2.773,inf,1.0
inf,7.73,7.973,-3.45,inf,1.0
inf,-4.586,-6.12,-4.938,inf,1.0
inf,1.102,5.844,-4.14,inf,1.0
239.5,0.2773,-1.418,2.322,239.5,1.0
inf,-4.19,-4.227,3.027,inf,1.0
inf,5.375,-8.66,2.393,inf,1.0
inf,1.709,6.004,-0.8364,inf,1.0
inf,-3.162,-5.453,-2.953,inf,1.0
inf,-9.87,-9.35,-5.33,inf,1.0
inf,-4.77,-6.832,-1.422,inf,1.0
inf,-0.5044,6.95,0.625,inf,1.0
inf,-5.98,1.278,-2.82,inf,1.0
inf,9.03,3.908,6.38,inf,1.0
2216.0,0.2106,3.34,7.805,2216.0,1.0
6980.0,-1.082,2.965,0.632,6980.0,1.0
inf,-3.926,7.168,-6.695,inf,1.0
30930.0,-3.002,4.516,3.408,30930.0,1.0
2330.0,0.681,0.8633,5.555,2330.0,1.0
inf,-5.676,-7.223,-1.333,inf,1.0
inf,-5.746,-6.04,-5.656,inf,1.0
inf,-6.35,-6.086,4.613,inf,1.0
inf,5.297,-6.656,-6.89,inf,1.0
20930.0,3.957,1.502,-0.7227,20930.0,1.0
inf,-1.751,6.95,-8.086,inf,1.0
inf,-0.694,5.52,2.768,inf,1.0
inf,8.36,-2.809,-5.797,inf,1.0
inf,-5.562,6.39,1.323,inf,1.0
inf,9.39,9.234,7.02,inf,1.0
1438.0,0.187,1.576,5.945,1438.0,1.0
inf,4.59,-4.93,7.855,inf,1.0
inf,3.682,9.84,-2.904,inf,1.0
inf,-9.195,-1.141,4.67,inf,1.0
inf,-5.582,8.055,-9.76,inf,1.0
inf,-0.7134,-5.91,-7.324,inf,1.0
57180.0,0.716,4.703,-1.415,57180.0,1.0
inf,-7.152,-8.086,4.367,inf,1.0
inf,-8.22,0.95,-6.715,inf,1.0
inf,-0.623,6.355,3.305,inf,1.0
12810.0,-2.92,-2.531,4.07,12810.0,1.0
inf,-6.832,-5.71,6.266,inf,1.0
inf,-9.41,-2.13,2.65,inf,1.0
60860.0,4.87,0.6294,9.016,60860.0,1.0
inf,6.508,-2.955,-0.999,inf,1.0
inf,1.057,-5.156,-9.055,inf,1.0
inf,-9.164,1.059,6.586,inf,1.0
inf,9.016,-2.777,1.233,inf,1.0
inf,7.22,6.746,4.57,inf,1.0
inf,8.92,6.766,-8.945,inf,1.0
inf,5.895,-5.613,7.145,inf,1.0
inf,8.55,-0.681,6.94,inf,1.0
inf,-7.82,4.527,7.22,inf,1.0
inf,-4.254,-5.875,-0.1428,inf,1.0
inf,-6.938,-4.316,3.777,inf,1.0
inf,-6.19,-0.0367,-4.086,inf,1.0
296.0,-0.4807,0.2925,1.797,296.0,1.0
30480.0,-3.713,2.613,-6.58,30480.0,1.0
inf,5.688,2.85,4.188,inf,1.0
inf,1.923,-6.695,-0.1438,inf,1.0
inf,-2.916,5.953,-3.088,inf,1.0
inf,9.89,-3.178,-8.695,inf,1.0
15700.0,-1.057,3.383,-0.88,15700.0,1.0
14216.0,3.543,3.922,7.17,14216.0,1.0
inf,6.17,-9.14,2.533,inf,1.0
9330.0,2.18,0.1907,8.55,9330.0,1.0
inf,-8.695,9.84,-2.754,inf,1.0
inf,-9.61,6.137,0.981,inf,1.0
inf,6.945,-4.105,3.88,inf,1.0
inf,6.324,8.72,0.4346,inf,1.0
inf,3.318,-4.332,-3.242,inf,1.0
4088.0,0.7856,3.469,6.32,4088.0,1.0
45660.0,1.584,-4.246,-2.232,45660.0,1.0
inf,0.1692,5.64,-8.805,inf,1.0
inf,-0.3098,-6.94,5.96,inf,1.0
inf,6.816,-9.83,-5.36,inf,1.0
inf,7.055,-1.302,-2.094,inf,1.0
inf,-8.63,-2.264,9.31,inf,1.0
inf,-1.31,-5.7,-8.33,inf,1.0
57630.0,-4.69,2.322,-8.305,57630.0,1.0
inf,7.87,-9.375,-5.527,inf,1.0
inf,-0.3823,7.12,8.86,inf,1.0
inf,-8.56,9.64,8.23,inf,1.0
1730.0,-1.116,1.773,7.266,1730.0,1.0
inf,9.02,-2.207,-5.652,inf,1.0
3096.0,-0.678,-1.198,6.742,3096.0,1.0
inf,4.766,-4.76,4.723,inf,1.0
inf,-6.777,8.36,1.148,inf,1.0
inf,-7.535,-8.625,-0.7607,inf,1.0
inf,7.547,0.549,5.25,inf,1.0
inf,-9.82,6.145,3.723,inf,1.0
inf,-5.902,-7.055,-6.41,inf,1.0
21740.0,-2.678,4.848,8.945,21740.0,1.0
inf,-6.496,0.5435,9.56,inf,1.0
inf,-7.5,-1.87,8.31,inf,1.0
inf,-7.926,-6.86,-2.064,inf,1.0
40130.0,-1.527,-4.277,-0.603,40130.0,1.0
inf,4.6,-4.57,-0.2751,inf,1.0
inf,9.11,6.41,-0.925,inf,1.0
inf,9.0,-4.36,-7.33,inf,1.0
55600.0,4.836,0.03827,-3.25,55600.0,1.0
51800.0,-3.977,3.14,-9.03,51800.0,1.0
inf,6.31,-2.51,2.191,inf,1.0
inf,-9.48,5.137,-0.5957,inf,1.0
inf,-9.96,-3.988,-0.9116,inf,1.0
15980.0,1.441,2.285,-7.414,15980.0,1.0
inf,5.383,2.441,-2.309,inf,1.0
39870.0,1.177,-4.438,0.599,39870.0,1.0
29780.0,-2.502,-3.783,0.2966,29780.0,1.0
inf,-7.66,2.684,-7.465,inf,1.0
inf,3.346,7.047,3.553,inf,1.0
inf,2.416,-5.215,-3.416,inf,1.0
inf,-6.06,6.094,4.527,inf,1.0
inf,6.684,-9.08,-2.047,inf,1.0
inf,-6.4,-5.992,5.145,inf,1.0
33800.0,-3.605,-1.894,-7.176,33800.0,1.0
inf,-0.521,-7.758,5.19,inf,1.0
inf,7.637,6.266,8.45,inf,1.0
inf,-5.086,8.91,-6.62,inf,1.0
inf,-8.19,4.004,1.903,inf,1.0
inf,-4.527,-5.76,8.85,inf,1.0
61600.0,-4.715,-1.988,9.28,61600.0,1.0
37660.0,-3.7,4.125,0.1512,37660.0,1.0
inf,5.742,3.951,6.66,inf,1.0
37800.0,3.219,4.62,2.795,37800.0,1.0
inf,2.645,5.953,8.98,inf,1.0
inf,-9.305,-5.58,7.562,inf,1.0
inf,-8.76,4.613,1.258,inf,1.0
inf,4.324,-2.594,-8.43,inf,1.0
10290.0,3.11,1.579,8.61,10290.0,1.0
35300.0,-1.478,4.258,-0.5293,35300.0,1.0
inf,2.299,4.94,-1.546,inf,1.0
660.0,-1.007,-1.456,1.487,660.0,1.0
44770.0,-4.27,-2.893,7.51,44770.0,1.0
inf,7.336,-6.496,7.16,inf,1.0
inf,-2.14,-9.75,5.03,inf,1.0
7396.0,-0.8535,3.125,1.507,7396.0,1.0
inf,-1.869,6.164,-7.723,inf,1.0
inf,5.906,9.91,0.09344,inf,1.0
inf,-0.1071,-8.234,-2.701,inf,1.0
inf,8.15,7.473,9.16,inf,1.0
inf,5.344,6.168,3.621,inf,1.0
inf,8.77,-7.68,-5.39,inf,1.0
inf,-6.45,3.92,-9.23,inf,1.0
inf,9.414,4.027,9.4,inf,1.0
inf,7.72,-1.318,-4.734,inf,1.0
inf,5.0,-7.37,-0.4758,inf,1.0
inf,5.523,-7.105,-2.33,inf,1.0
inf,-2.588,6.41,-0.2,inf,1.0
inf,0.3755,8.555,-4.79,inf,1.0
inf,5.457,0.4949,-4.223,inf,1.0
19980.0,-2.045,-3.037,-2.92,19980.0,1.0
inf,6.066,-6.56,6.348,inf,1.0
inf,-7.81,2.135,-1.031,inf,1.0
8810.0,-0.543,1.349,-7.504,8810.0,1.0
inf,-8.02,3.094,-9.11,inf,1.0
inf,-7.43,-3.111,9.086,inf,1.0
inf,8.69,0.497,3.178,inf,1.0
inf,9.836,0.9453,-5.656,inf,1.0
inf,-5.367,-2.477,-3.69,inf,1.0
inf,-6.875,0.5767,-1.864,inf,1.0
inf,-7.21,2.617,1.151,inf,1.0
inf,2.635,-9.51,-0.32,inf,1.0
52800.0,1.245,-3.78,-8.06,52800.0,1.0
inf,1.925,7.99,-2.027,inf,1.0
inf,-2.27,-7.527,6.758,inf,1.0
61000.0,4.695,-0.89,9.93,61000.0,1.0
inf,9.5,0.521,0.0757,inf,1.0
55140.0,-1.157,4.418,-3.754,55140.0,1.0
inf,-3.664,4.117,-8.96,inf,1.0
7830.0,-2.574,-2.057,5.902,7830.0,1.0
inf,7.16,-3.182,9.234,inf,1.0
inf,3.025,7.24,-6.113,inf,1.0
inf,1.47,-6.438,3.75,inf,1.0
45200.0,4.547,-0.582,0.0143,45200.0,1.0
24910.0,3.6,0.4807,9.91,24910.0,1.0
inf,-6.566,5.77,-5.465,inf,1.0
inf,0.523,-5.95,3.33,inf,1.0
13200.0,-1.496,1.41,-9.47,13200.0,1.0
inf,0.002363,8.445,-7.28,inf,1.0
inf,-1.623,-8.79,-1.818,inf,1.0
inf,-9.04,5.062,-6.066,inf,1.0
inf,-2.592,6.926,5.34,inf,1.0
inf,4.98,-1.098,-7.74,inf,1.0
inf,2.371,-5.445,6.457,inf,1.0
inf,4.63,-8.74,-1.578,inf,1.0
inf,6.484,0.4658,-0.6147,inf,1.0
inf,0.6763,9.18,7.434,inf,1.0
inf,-4.21,-7.285,-6.836,inf,1.0
inf,9.76,-5.348,4.723,inf,1.0
32180.0,-4.06,-0.1096,6.867,32180.0,1.0
979.5,0.1595,2.291,3.092,979.5,1.0
inf,3.86,-4.895,-8.1,inf,1.0
inf,6.902,-7.75,8.98,inf,1.0
2482.0,-0.3955,1.718,-1.778,2482.0,1.0
2646.0,-1.684,-2.29,5.465,2646.0,1.0
59100.0,4.418,3.904,-3.39,59100.0,1.0
inf,-4.156,-9.42,7.035,inf,1.0
inf,-0.411,6.707,2.908,inf,1.0
inf,8.2,3.723,-2.73,inf,1.0
inf,6.273,-4.727,8.48,inf,1.0
inf,3.494,6.21,9.875,inf,1.0
inf,7.605,8.96,-3.004,inf,1.0
inf,-4.66,-9.85,-8.84,inf,1.0
inf,4.543,-6.035,-8.336,inf,1.0
inf,4.285,9.34,-0.2898,inf,1.0
inf,3.066,-6.3,-6.848,inf,1.0
inf,8.57,4.914,4.91,inf,1.0
inf,-5.293,9.89,-0.294,inf,1.0
inf,-6.29,7.168,1.604,inf,1.0
64320.0,1.845,-5.496,6.48,64320.0,1.0
inf,-8.85,7.707,-9.53,inf,1.0
62940.0,-4.652,-2.496,-0.6177,62940.0,1.0
inf,-9.414,-2.674,-6.03,inf,1.0
inf,-2.13,6.79,7.484,inf,1.0
inf,-2.08,7.945,4.285,inf,1.0
inf,-2.605,-7.48,0.2844,inf,1.0
inf,-3.535,7.152,2.068,inf,1.0
inf,9.5,7.363,6.812,inf,1.0
60900.0,0.536,-4.84,-0.7104,60900.0,1.0
inf,9.336,-6.59,4.758,inf,1.0
inf,-7.195,-7.523,-8.62,inf,1.0
inf,-8.63,-6.344,7.96,inf,1.0
15130.0,-1.431,-4.01,5.42,15130.0,1.0
inf,-9.27,-6.848,6.797,inf,1.0
inf,6.855,0.6343,-3.848,inf,1.0
inf,-6.89,-7.77,-0.9805,inf,1.0
inf,1.452,7.11,-8.984,inf,1.0
inf,-1.169,7.633,-3.223,inf,1.0
25760.0,4.324,2.879,5.53,25760.0,1.0
inf,0.4688,-7.48,-7.03,inf,1.0
inf,5.207,-0.9917,6.035,inf,1.0
inf,-8.78,0.4902,1.222,inf,1.0
inf,-4.477,6.035,4.992,inf,1.0
inf,9.33,1.328,4.406,inf,1.0
inf,-2.988,5.99,6.293,inf,1.0
inf,-8.13,-1.482,1.494,inf,1.0
440.0,0.8403,-1.341,1.403,440.0,1.0
inf,-6.34,-0.0468,0.8154,inf,1.0
inf,5.785,-3.475,8.555,inf,1.0
inf,0.4382,5.906,9.61,inf,1.0
33820.0,3.584,4.3,2.22,33820.0,1.0
inf,-2.727,5.69,-6.195,inf,1.0
inf,9.16,-3.63,-5.12,inf,1.0
inf,9.47,4.41,-8.4,inf,1.0
5864.0,-0.02243,1.222,9.05,5864.0,1.0
inf,5.508,5.79,-2.572,inf,1.0
inf,-5.316,3.414,1.154,inf,1.0
inf,5.87,-8.25,-5.65,inf,1.0
inf,7.22,4.945,6.14,inf,1.0
3892.0,-0.791,1.968,-2.219,3892.0,1.0
inf,-4.85,-4.734,7.055,inf,1.0
inf,7.63,-1.1,-2.006,inf,1.0
34780.0,3.879,-1.18,-7.805,34780.0,1.0
35940.0,4.086,-1.652,-2.016,35940.0,1.0
2170.0,0.944,-2.518,9.49,2170.0,1.0
inf,9.41,7.566,8.49,inf,1.0
inf,1.221,-6.875,-7.215,inf,1.0
6560.0,1.369,-0.2803,7.883,6560.0,1.0
inf,-1.446,9.664,-4.625,inf,1.0
inf,4.21,8.39,-9.31,inf,1.0
inf,-4.43,-7.734,9.61,inf,1.0
inf,9.96,2.496,1.396,inf,1.0
inf,8.27,0.544,8.63,inf,1.0
inf,-8.18,1.443,-2.283,inf,1.0
18000.0,-3.148,4.684,9.6,18000.0,1.0
inf,4.35,-3.264,-8.19,inf,1.0
inf,4.9,-0.797,-9.016,inf,1.0
inf,5.277,8.88,4.953,inf,1.0
inf,8.87,9.35,8.06,inf,1.0
inf,2.09,-8.22,-9.97,inf,1.0
inf,-3.152,5.742,4.67,inf,1.0
inf,-8.78,1.407,-6.6,inf,1.0
inf,4.367,-4.348,-1.07,inf,1.0
inf,1.602,7.574,6.76,inf,1.0
inf,7.367,-8.984,-3.969,inf,1.0
inf,6.668,3.932,4.59,inf,1.0
inf,3.145,7.055,9.39,inf,1.0
inf,-9.19,-6.105,0.805,inf,1.0
inf,7.16,4.527,5.26,inf,1.0
7304.0,2.521,-2.082,3.016,7304.0,1.0
inf,4.86,-3.43,1.534,inf,1.0
64540.0,5.133,0.946,0.2905,64540.0,1.0
inf,-8.375,-4.277,-1.158,inf,1.0
inf,-7.77,-4.824,9.19,inf,1.0
inf,-7.15,0.6553,3.078,inf,1.0
inf,-5.44,-8.586,6.555,inf,1.0
inf,9.36,0.9204,4.43,inf,1.0
inf,9.17,2.06,-3.557,inf,1.0
inf,4.6,-7.34,-9.68,inf,1.0
inf,6.55,-0.3445,-1.02,inf,1.0
37700.0,-1.167,3.904,-3.994,37700.0,1.0
inf,8.34,-2.87,7.402,inf,1.0
inf,-9.44,-5.312,5.6,inf,1.0
inf,-5.25,-8.85,4.707,inf,1.0
inf,-5.27,-4.496,3.162,inf,1.0
inf,-5.38,5.816,0.263,inf,1.0
inf,-7.418,4.266,-7.324,inf,1.0
33200.0,2.021,-4.965,8.836,33200.0,1.0
inf,3.562,7.445,-4.875,inf,1.0
inf,6.58,1.679,9.72,inf,1.0
inf,-7.93,2.582,7.176,inf,1.0
inf,-4.355,8.0,-9.195,inf,1.0
8820.0,-0.6504,3.188,1.195,8820.0,1.0
1066.0,1.636,3.342,7.98,1066.0,1.0
inf,-3.863,-9.24,-2.398,inf,1.0
inf,7.445,0.4214,-4.86,inf,1.0
inf,-9.89,-2.049,9.33,inf,1.0
inf,-7.668,-6.66,-2.79,inf,1.0
inf,8.305,-8.43,-8.57,inf,1.0
inf,6.78,9.98,7.0,inf,1.0
inf,8.46,-1.382,-3.633,inf,1.0
inf,6.562,2.348,1.481,inf,1.0
inf,-7.027,-5.254,9.35,inf,1.0
inf,-7.043,0.11975,3.604,inf,1.0
inf,-7.836,-3.172,-1.906,inf,1.0
inf,-6.605,9.63,6.2,inf,1.0
13260.0,-0.793,-1.8,-8.016,13260.0,1.0
inf,-6.41,4.45,-5.008,inf,1.0
inf,-5.23,8.375,6.57,inf,1.0
47900.0,3.676,-2.365,-9.46,47900.0,1.0
2724.0,0.1545,-1.378,-3.121,2724.0,1.0
inf,9.47,-1.328,8.38,inf,1.0
inf,-8.06,-6.73,-8.72,inf,1.0
inf,6.16,-6.617,8.14,inf,1.0
21540.0,2.342,-1.927,-8.95,21540.0,1.0
inf,-0.0424,9.64,6.617,inf,1.0
10620.0,-1.876,-0.752,9.94,10620.0,1.0
inf,5.582,3.31,-0.11786,inf,1.0
inf,0.2815,-8.88,0.5693,inf,1.0
inf,-5.656,0.11694,-5.586,inf,1.0
1330.0,0.798,1.913,0.2452,1330.0,1.0
inf,9.66,7.613,-3.016,inf,1.0
inf,9.39,9.35,2.824,inf,1.0
inf,-5.977,9.95,-5.86,inf,1.0
