"id","DatesR","P","T","E","Qls","Qmm"
"32777",2007-09-27 16:00:00,0,NA,0.2,1499,0.00586565217391305
"32778",2007-09-27 17:00:00,0,NA,0.15,1494,0.00584608695652174
"32779",2007-09-27 18:00:00,0,NA,0.09,1488,0.00582260869565217
"32780",2007-09-27 19:00:00,0,NA,0,1483,0.00580304347826087
"32781",2007-09-27 20:00:00,0,NA,0,1478,0.00578347826086957
"32782",2007-09-27 21:00:00,0,NA,0,1473,0.00576391304347826
"32783",2007-09-27 22:00:00,0,NA,0,1521,0.00595173913043478
"32784",2007-09-27 23:00:00,0,NA,0,1656,0.00648
"32785",2007-09-28 00:00:00,0,NA,0,1906,0.00745826086956522
"32786",2007-09-28 01:00:00,0,NA,0,1946,0.00761478260869565
"32787",2007-09-28 02:00:00,0,NA,0,1884,0.00737217391304348
"32788",2007-09-28 03:00:00,0,NA,0,1820,0.00712173913043478
"32789",2007-09-28 04:00:00,0,NA,0,1755,0.00686739130434783
"32790",2007-09-28 05:00:00,0,NA,0,1696,0.00663652173913043
"32791",2007-09-28 06:00:00,0,NA,0,1644,0.00643304347826087
"32792",2007-09-28 07:00:00,0,NA,0.09,1592,0.00622956521739131
"32793",2007-09-28 08:00:00,0,NA,0.15,1540,0.00602608695652174
"32794",2007-09-28 09:00:00,0,NA,0.2,1488,0.00582260869565217
"32795",2007-09-28 10:00:00,0,NA,0.24,1441,0.00563869565217391
"32796",2007-09-28 11:00:00,0,NA,0.28,1418,0.00554869565217391
"32797",2007-09-28 12:00:00,0,NA,0.29,1397,0.00546652173913044
"32798",2007-09-28 13:00:00,0,NA,0.29,1377,0.00538826086956522
"32799",2007-09-28 14:00:00,0,NA,0.28,1363,0.00533347826086957
"32800",2007-09-28 15:00:00,0,NA,0.24,1368,0.00535304347826087
"32801",2007-09-28 16:00:00,0,NA,0.2,1375,0.0053804347826087
"32802",2007-09-28 17:00:00,0,NA,0.15,1382,0.00540782608695652
"32803",2007-09-28 18:00:00,0,NA,0.09,1389,0.00543521739130435
"32804",2007-09-28 19:00:00,0,NA,0,1396,0.00546260869565217
"32805",2007-09-28 20:00:00,0,NA,0,1396,0.00546260869565217
"32806",2007-09-28 21:00:00,0,NA,0,1388,0.00543130434782609
"32807",2007-09-28 22:00:00,0,NA,0,1379,0.00539608695652174
"32808",2007-09-28 23:00:00,0,NA,0,1370,0.00536086956521739
"32809",2007-09-29 00:00:00,0,NA,0,1361,0.00532565217391304
"32810",2007-09-29 01:00:00,0,NA,0,1352,0.0052904347826087
"32811",2007-09-29 02:00:00,0,NA,0,1344,0.00525913043478261
"32812",2007-09-29 03:00:00,0,NA,0,1350,0.00528260869565218
"32813",2007-09-29 04:00:00,0,NA,0,1367,0.00534913043478261
"32814",2007-09-29 05:00:00,0,NA,0,1383,0.00541173913043478
"32815",2007-09-29 06:00:00,0,NA,0,1398,0.0054704347826087
"32816",2007-09-29 07:00:00,0,NA,0.08,1402,0.00548608695652174
"32817",2007-09-29 08:00:00,0,NA,0.14,1404,0.00549391304347826
"32818",2007-09-29 09:00:00,0,NA,0.18,1407,0.00550565217391304
"32819",2007-09-29 10:00:00,0,NA,0.22,1409,0.00551347826086957
"32820",2007-09-29 11:00:00,0,NA,0.25,1407,0.00550565217391304
"32821",2007-09-29 12:00:00,0,NA,0.27,1401,0.00548217391304348
"32822",2007-09-29 13:00:00,0,NA,0.27,1395,0.00545869565217391
"32823",2007-09-29 14:00:00,0,NA,0.25,1389,0.00543521739130435
"32824",2007-09-29 15:00:00,0,NA,0.22,1383,0.00541173913043478
"32825",2007-09-29 16:00:00,0,NA,0.18,1396,0.00546260869565217
"32826",2007-09-29 17:00:00,0,NA,0.14,1404,0.00549391304347826
"32827",2007-09-29 18:00:00,0,NA,0.08,1392,0.00544695652173913
"32828",2007-09-29 19:00:00,0,NA,0,1386,0.00542347826086957
"32829",2007-09-29 20:00:00,0,NA,0,1399,0.00547434782608696
"32830",2007-09-29 21:00:00,0,NA,0,1398,0.0054704347826087
"32831",2007-09-29 22:00:00,0,NA,0,1397,0.00546652173913044
"32832",2007-09-29 23:00:00,0,NA,0,1396,0.00546260869565217
"32833",2007-09-30 00:00:00,0,NA,0,1395,0.00545869565217391
"32834",2007-09-30 01:00:00,0,NA,0,1394,0.00545478260869565
"32835",2007-09-30 02:00:00,0,NA,0,1392,0.00544695652173913
"32836",2007-09-30 03:00:00,0,NA,0,1391,0.00544304347826087
"32837",2007-09-30 04:00:00,0,NA,0,1390,0.00543913043478261
"32838",2007-09-30 05:00:00,0,NA,0,1389,0.00543521739130435
"32839",2007-09-30 06:00:00,0,NA,0,1388,0.00543130434782609
"32840",2007-09-30 07:00:00,0,NA,0.08,1386,0.00542347826086957
"32841",2007-09-30 08:00:00,0,NA,0.14,1385,0.0054195652173913
"32842",2007-09-30 09:00:00,0,NA,0.18,1384,0.00541565217391304
"32843",2007-09-30 10:00:00,0,NA,0.22,1383,0.00541173913043478
"32844",2007-09-30 11:00:00,0,NA,0.25,1382,0.00540782608695652
"32845",2007-09-30 12:00:00,0,NA,0.27,1381,0.00540391304347826
"32846",2007-09-30 13:00:00,0,NA,0.27,1382,0.00540782608695652
"32847",2007-09-30 14:00:00,0,NA,0.25,1388,0.00543130434782609
"32848",2007-09-30 15:00:00,0,NA,0.22,1393,0.00545086956521739
"32849",2007-09-30 16:00:00,0,NA,0.18,1397,0.00546652173913044
"32850",2007-09-30 17:00:00,0,NA,0.14,1361,0.00532565217391304
"32851",2007-09-30 18:00:00,0,NA,0.08,1337,0.00523173913043478
"32852",2007-09-30 19:00:00,0,NA,0,1333,0.00521608695652174
"32853",2007-09-30 20:00:00,0,NA,0,1330,0.00520434782608696
"32854",2007-09-30 21:00:00,0,NA,0,1326,0.00518869565217391
"32855",2007-09-30 22:00:00,0,NA,0,1322,0.00517304347826087
"32856",2007-09-30 23:00:00,0,NA,0,1327,0.00519260869565217
"32857",2007-10-01 00:00:00,0,NA,0,1340,0.00524347826086957
"32858",2007-10-01 01:00:00,0,NA,0,1353,0.00529434782608696
"32859",2007-10-01 02:00:00,0,NA,0,1348,0.00527478260869565
"32860",2007-10-01 03:00:00,0,NA,0,1330,0.00520434782608696
"32861",2007-10-01 04:00:00,0,NA,0,1378,0.00539217391304348
"32862",2007-10-01 05:00:00,0,NA,0,1405,0.00549782608695652
"32863",2007-10-01 06:00:00,0,NA,0,1414,0.00553304347826087
"32864",2007-10-01 07:00:00,0,NA,0.08,1422,0.00556434782608696
"32865",2007-10-01 08:00:00,0,NA,0.14,1430,0.00559565217391304
"32866",2007-10-01 09:00:00,0,NA,0.18,1437,0.00562304347826087
"32867",2007-10-01 10:00:00,0,NA,0.22,1422,0.00556434782608696
"32868",2007-10-01 11:00:00,0,NA,0.25,1405,0.00549782608695652
"32869",2007-10-01 12:00:00,0,NA,0.27,1415,0.00553695652173913
"32870",2007-10-01 13:00:00,0,NA,0.27,1431,0.0055995652173913
"32871",2007-10-01 14:00:00,0,NA,0.25,1422,0.00556434782608696
"32872",2007-10-01 15:00:00,0,NA,0.22,1385,0.0054195652173913
"32873",2007-10-01 16:00:00,0,NA,0.18,1381,0.00540391304347826
"32874",2007-10-01 17:00:00,0,NA,0.14,1383,0.00541173913043478
"32875",2007-10-01 18:00:00,0,NA,0.08,1385,0.0054195652173913
"32876",2007-10-01 19:00:00,0,NA,0,1386,0.00542347826086957
"32877",2007-10-01 20:00:00,0,NA,0,1387,0.00542739130434783
"32878",2007-10-01 21:00:00,0,NA,0,1389,0.00543521739130435
"32879",2007-10-01 22:00:00,0,NA,0,1390,0.00543913043478261
"32880",2007-10-01 23:00:00,0,NA,0,1392,0.00544695652173913
"32881",2007-10-02 00:00:00,0,NA,0,1393,0.00545086956521739
"32882",2007-10-02 01:00:00,0,NA,0,1395,0.00545869565217391
"32883",2007-10-02 02:00:00,0,NA,0,1396,0.00546260869565217
"32884",2007-10-02 03:00:00,0,NA,0,1398,0.0054704347826087
"32885",2007-10-02 04:00:00,0,NA,0,1399,0.00547434782608696
"32886",2007-10-02 05:00:00,0,NA,0,1388,0.00543130434782609
"32887",2007-10-02 06:00:00,0,NA,0,1377,0.00538826086956522
"32888",2007-10-02 07:00:00,0,NA,0.08,1371,0.00536478260869565
"32889",2007-10-02 08:00:00,0,NA,0.15,1365,0.00534130434782609
"32890",2007-10-02 09:00:00,0,NA,0.19,1360,0.00532173913043478
"32891",2007-10-02 10:00:00,0,NA,0.23,1354,0.00529826086956522
"32892",2007-10-02 11:00:00,0,NA,0.26,1355,0.00530217391304348
"32893",2007-10-02 12:00:00,0,NA,0.28,1371,0.00536478260869565
"32894",2007-10-02 13:00:00,0,NA,0.28,1366,0.00534521739130435
"32895",2007-10-02 14:00:00,0,NA,0.26,1366,0.00534521739130435
"32896",2007-10-02 15:00:00,0,NA,0.23,1357,0.00531
"32897",2007-10-02 16:00:00,0,NA,0.19,1348,0.00527478260869565
"32898",2007-10-02 17:00:00,0,NA,0.15,1338,0.00523565217391304
"32899",2007-10-02 18:00:00,0,NA,0.08,1329,0.0052004347826087
"32900",2007-10-02 19:00:00,0,NA,0,1325,0.00518478260869565
"32901",2007-10-02 20:00:00,0,NA,0,1344,0.00525913043478261
"32902",2007-10-02 21:00:00,0,NA,0,1365,0.00534130434782609
"32903",2007-10-02 22:00:00,0,NA,0,1373,0.00537260869565217
"32904",2007-10-02 23:00:00,0,NA,0,1376,0.00538434782608696
"32905",2007-10-03 00:00:00,0,NA,0,1379,0.00539608695652174
"32906",2007-10-03 01:00:00,0,NA,0,1396,0.00546260869565217
"32907",2007-10-03 02:00:00,0,NA,0,1397,0.00546652173913044
"32908",2007-10-03 03:00:00,0,NA,0,1394,0.00545478260869565
"32909",2007-10-03 04:00:00,0,NA,0,1391,0.00544304347826087
"32910",2007-10-03 05:00:00,0,NA,0,1389,0.00543521739130435
"32911",2007-10-03 06:00:00,0,NA,0,1386,0.00542347826086957
"32912",2007-10-03 07:00:00,0,NA,0.08,1383,0.00541173913043478
"32913",2007-10-03 08:00:00,0,NA,0.15,1381,0.00540391304347826
"32914",2007-10-03 09:00:00,0,NA,0.19,1378,0.00539217391304348
"32915",2007-10-03 10:00:00,0,NA,0.23,1375,0.0053804347826087
"32916",2007-10-03 11:00:00,0,NA,0.26,1372,0.00536869565217391
"32917",2007-10-03 12:00:00,0,NA,0.28,1374,0.00537652173913044
"32918",2007-10-03 13:00:00,0,NA,0.28,1391,0.00544304347826087
"32919",2007-10-03 14:00:00,0,NA,0.26,1407,0.00550565217391304
"32920",2007-10-03 15:00:00,0,NA,0.23,1412,0.00552521739130435
"32921",2007-10-03 16:00:00,0,NA,0.19,1413,0.00552913043478261
"32922",2007-10-03 17:00:00,0,NA,0.15,1415,0.00553695652173913
"32923",2007-10-03 18:00:00,0,NA,0.08,1417,0.00554478260869565
"32924",2007-10-03 19:00:00,0,NA,0,1419,0.00555260869565217
"32925",2007-10-03 20:00:00,0,NA,0,1415,0.00553695652173913
"32926",2007-10-03 21:00:00,0,NA,0,1407,0.00550565217391304
"32927",2007-10-03 22:00:00,0,NA,0,1403,0.00549
"32928",2007-10-03 23:00:00,0,NA,0,1414,0.00553304347826087
"32929",2007-10-04 00:00:00,0,NA,0,1427,0.00558391304347826
"32930",2007-10-04 01:00:00,0,NA,0,1425,0.00557608695652174
"32931",2007-10-04 02:00:00,0,NA,0,1419,0.00555260869565217
"32932",2007-10-04 03:00:00,0,NA,0,1413,0.00552913043478261
"32933",2007-10-04 04:00:00,0,NA,0,1417,0.00554478260869565
"32934",2007-10-04 05:00:00,0,NA,0,1429,0.00559173913043478
"32935",2007-10-04 06:00:00,0,NA,0,1442,0.00564260869565217
"32936",2007-10-04 07:00:00,0,NA,0.08,1449,0.00567
"32937",2007-10-04 08:00:00,0,NA,0.15,1445,0.00565434782608696
"32938",2007-10-04 09:00:00,0,NA,0.19,1442,0.00564260869565217
"32939",2007-10-04 10:00:00,0,NA,0.23,1450,0.00567391304347826
"32940",2007-10-04 11:00:00,0,NA,0.26,1468,0.00574434782608696
"32941",2007-10-04 12:00:00,0,NA,0.28,1483,0.00580304347826087
"32942",2007-10-04 13:00:00,0,NA,0.28,1462,0.00572086956521739
"32943",2007-10-04 14:00:00,0,NA,0.26,1458,0.00570521739130435
"32944",2007-10-04 15:00:00,0,NA,0.23,1457,0.00570130434782609
"32945",2007-10-04 16:00:00,0,NA,0.19,1455,0.00569347826086957
"32946",2007-10-04 17:00:00,0,NA,0.15,1454,0.0056895652173913
"32947",2007-10-04 18:00:00,0,NA,0.08,1452,0.00568173913043478
"32948",2007-10-04 19:00:00,0,NA,0,1451,0.00567782608695652
"32949",2007-10-04 20:00:00,0,NA,0,1449,0.00567
"32950",2007-10-04 21:00:00,0,NA,0,1448,0.00566608695652174
"32951",2007-10-04 22:00:00,0,NA,0,1446,0.00565826086956522
"32952",2007-10-04 23:00:00,0,NA,0,1445,0.00565434782608696
"32953",2007-10-05 00:00:00,0,NA,0,1444,0.0056504347826087
"32954",2007-10-05 01:00:00,0,NA,0,1442,0.00564260869565217
"32955",2007-10-05 02:00:00,0,NA,0,1440,0.00563478260869565
"32956",2007-10-05 03:00:00,0,NA,0,1408,0.0055095652173913
"32957",2007-10-05 04:00:00,0,NA,0,1385,0.0054195652173913
"32958",2007-10-05 05:00:00,0,NA,0,1395,0.00545869565217391
"32959",2007-10-05 06:00:00,0,NA,0,1385,0.0054195652173913
"32960",2007-10-05 07:00:00,0,NA,0.08,1401,0.00548217391304348
"32961",2007-10-05 08:00:00,0,NA,0.14,1384,0.00541565217391304
"32962",2007-10-05 09:00:00,0,NA,0.17,1395,0.00545869565217391
"32963",2007-10-05 10:00:00,0,NA,0.21,1398,0.0054704347826087
"32964",2007-10-05 11:00:00,0,NA,0.24,1393,0.00545086956521739
"32965",2007-10-05 12:00:00,0,NA,0.26,1391,0.00544304347826087
"32966",2007-10-05 13:00:00,0,NA,0.26,1395,0.00545869565217391
"32967",2007-10-05 14:00:00,0,NA,0.24,1399,0.00547434782608696
"32968",2007-10-05 15:00:00,0,NA,0.21,1413,0.00552913043478261
"32969",2007-10-05 16:00:00,0,NA,0.17,1430,0.00559565217391304
"32970",2007-10-05 17:00:00,0,NA,0.14,1439,0.00563086956521739
"32971",2007-10-05 18:00:00,0,NA,0.08,1437,0.00562304347826087
"32972",2007-10-05 19:00:00,0,NA,0,1434,0.00561130434782609
"32973",2007-10-05 20:00:00,0,NA,0,1432,0.00560347826086956
"32974",2007-10-05 21:00:00,0,NA,0,1430,0.00559565217391304
"32975",2007-10-05 22:00:00,0,NA,0,1428,0.00558782608695652
"32976",2007-10-05 23:00:00,0,NA,0,1425,0.00557608695652174
"32977",2007-10-06 00:00:00,0,NA,0,1423,0.00556826086956522
"32978",2007-10-06 01:00:00,0,NA,0,1421,0.0055604347826087
"32979",2007-10-06 02:00:00,0,NA,0,1419,0.00555260869565217
"32980",2007-10-06 03:00:00,0,NA,0,1416,0.00554086956521739
"32981",2007-10-06 04:00:00,0,NA,0,1414,0.00553304347826087
"32982",2007-10-06 05:00:00,0,NA,0,1412,0.00552521739130435
"32983",2007-10-06 06:00:00,0,NA,0,1425,0.00557608695652174
"32984",2007-10-06 07:00:00,0.02,NA,0.07,1440,0.00563478260869565
"32985",2007-10-06 08:00:00,0,NA,0.13,1440,0.00563478260869565
"32986",2007-10-06 09:00:00,0,NA,0.17,1482,0.00579913043478261
"32987",2007-10-06 10:00:00,0,NA,0.2,1463,0.00572478260869565
"32988",2007-10-06 11:00:00,0,NA,0.23,1439,0.00563086956521739
"32989",2007-10-06 12:00:00,0,NA,0.25,1438,0.00562695652173913
"32990",2007-10-06 13:00:00,0,NA,0.25,1436,0.00561913043478261
"32991",2007-10-06 14:00:00,0,NA,0.23,1435,0.00561521739130435
"32992",2007-10-06 15:00:00,0,NA,0.2,1433,0.00560739130434783
"32993",2007-10-06 16:00:00,0,NA,0.17,1432,0.00560347826086956
"32994",2007-10-06 17:00:00,0,NA,0.13,1430,0.00559565217391304
"32995",2007-10-06 18:00:00,0,NA,0.07,1429,0.00559173913043478
"32996",2007-10-06 19:00:00,0,NA,0,1427,0.00558391304347826
"32997",2007-10-06 20:00:00,0,NA,0,1426,0.00558
"32998",2007-10-06 21:00:00,0.01,NA,0,1424,0.00557217391304348
"32999",2007-10-06 22:00:00,0.05,NA,0,1423,0.00556826086956522
"33000",2007-10-06 23:00:00,0.23,NA,0,1421,0.0055604347826087
"33001",2007-10-07 00:00:00,0,NA,0,1420,0.00555652173913043
"33002",2007-10-07 01:00:00,0,NA,0,1418,0.00554869565217391
"33003",2007-10-07 02:00:00,0,NA,0,1417,0.00554478260869565
"33004",2007-10-07 03:00:00,0,NA,0,1415,0.00553695652173913
"33005",2007-10-07 04:00:00,0,NA,0,1413,0.00552913043478261
"33006",2007-10-07 05:00:00,0,NA,0,1412,0.00552521739130435
"33007",2007-10-07 06:00:00,0,NA,0,1440,0.00563478260869565
"33008",2007-10-07 07:00:00,0,NA,0.06,1471,0.00575608695652174
"33009",2007-10-07 08:00:00,0,NA,0.1,1351,0.00528652173913044
"33010",2007-10-07 09:00:00,0,NA,0.13,1407,0.00550565217391304
"33011",2007-10-07 10:00:00,0,NA,0.16,1386,0.00542347826086957
"33012",2007-10-07 11:00:00,0,NA,0.18,1368,0.00535304347826087
"33013",2007-10-07 12:00:00,0,NA,0.19,1349,0.00527869565217391
"33014",2007-10-07 13:00:00,0,NA,0.19,1360,0.00532173913043478
"33015",2007-10-07 14:00:00,0,NA,0.18,1369,0.00535695652173913
"33016",2007-10-07 15:00:00,0,NA,0.16,1362,0.00532956521739131
"33017",2007-10-07 16:00:00,0,NA,0.13,1374,0.00537652173913044
"33018",2007-10-07 17:00:00,0,NA,0.1,1377,0.00538826086956522
"33019",2007-10-07 18:00:00,0,NA,0.06,1371,0.00536478260869565
"33020",2007-10-07 19:00:00,0,NA,0,1364,0.00533739130434783
"33021",2007-10-07 20:00:00,0,NA,0,1357,0.00531
"33022",2007-10-07 21:00:00,0,NA,0,1350,0.00528260869565218
"33023",2007-10-07 22:00:00,0,NA,0,1343,0.00525521739130435
"33024",2007-10-07 23:00:00,0,NA,0,1343,0.00525521739130435
"33025",2007-10-08 00:00:00,0,NA,0,1349,0.00527869565217391
"33026",2007-10-08 01:00:00,0,NA,0,1354,0.00529826086956522
"33027",2007-10-08 02:00:00,0,NA,0,1360,0.00532173913043478
"33028",2007-10-08 03:00:00,0,NA,0,1365,0.00534130434782609
"33029",2007-10-08 04:00:00,0,NA,0,1370,0.00536086956521739
"33030",2007-10-08 05:00:00,0,NA,0,1370,0.00536086956521739
"33031",2007-10-08 06:00:00,0,NA,0,1374,0.00537652173913044
"33032",2007-10-08 07:00:00,0,NA,0.05,1402,0.00548608695652174
"33033",2007-10-08 08:00:00,0,NA,0.09,1376,0.00538434782608696
"33034",2007-10-08 09:00:00,0,NA,0.12,1401,0.00548217391304348
"33035",2007-10-08 10:00:00,0,NA,0.15,1415,0.00553695652173913
"33036",2007-10-08 11:00:00,0,NA,0.16,1409,0.00551347826086957
"33037",2007-10-08 12:00:00,0,NA,0.18,1364,0.00533739130434783
"33038",2007-10-08 13:00:00,0,NA,0.18,1368,0.00535304347826087
"33039",2007-10-08 14:00:00,0,NA,0.16,1365,0.00534130434782609
"33040",2007-10-08 15:00:00,0,NA,0.15,1362,0.00532956521739131
"33041",2007-10-08 16:00:00,0,NA,0.12,1381,0.00540391304347826
"33042",2007-10-08 17:00:00,0,NA,0.09,1368,0.00535304347826087
"33043",2007-10-08 18:00:00,0,NA,0.05,1351,0.00528652173913044
"33044",2007-10-08 19:00:00,0,NA,0,1344,0.00525913043478261
"33045",2007-10-08 20:00:00,0,NA,0,1343,0.00525521739130435
"33046",2007-10-08 21:00:00,0,NA,0,1346,0.00526695652173913
"33047",2007-10-08 22:00:00,0,NA,0,1349,0.00527869565217391
"33048",2007-10-08 23:00:00,0,NA,0,1352,0.0052904347826087
"33049",2007-10-09 00:00:00,0,NA,0,1355,0.00530217391304348
"33050",2007-10-09 01:00:00,0,NA,0,1359,0.00531782608695652
"33051",2007-10-09 02:00:00,0,NA,0,1357,0.00531
"33052",2007-10-09 03:00:00,0,NA,0,1349,0.00527869565217391
"33053",2007-10-09 04:00:00,0,NA,0,1343,0.00525521739130435
"33054",2007-10-09 05:00:00,0,NA,0,1351,0.00528652173913044
"33055",2007-10-09 06:00:00,0.01,NA,0,1368,0.00535304347826087
"33056",2007-10-09 07:00:00,0,NA,0.06,1374,0.00537652173913044
"33057",2007-10-09 08:00:00,0.01,NA,0.1,1379,0.00539608695652174
"33058",2007-10-09 09:00:00,0,NA,0.13,1405,0.00549782608695652
"33059",2007-10-09 10:00:00,0,NA,0.16,1392,0.00544695652173913
"33060",2007-10-09 11:00:00,0.01,NA,0.18,1361,0.00532565217391304
"33061",2007-10-09 12:00:00,0,NA,0.19,1348,0.00527478260869565
"33062",2007-10-09 13:00:00,0,NA,0.19,1352,0.0052904347826087
"33063",2007-10-09 14:00:00,0.01,NA,0.18,1355,0.00530217391304348
"33064",2007-10-09 15:00:00,0.01,NA,0.16,1354,0.00529826086956522
"33065",2007-10-09 16:00:00,0.01,NA,0.13,1360,0.00532173913043478
"33066",2007-10-09 17:00:00,0.01,NA,0.1,1371,0.00536478260869565
"33067",2007-10-09 18:00:00,0.02,NA,0.06,1373,0.00537260869565217
"33068",2007-10-09 19:00:00,0,NA,0,1362,0.00532956521739131
"33069",2007-10-09 20:00:00,0.02,NA,0,1366,0.00534521739130435
"33070",2007-10-09 21:00:00,0,NA,0,1367,0.00534913043478261
"33071",2007-10-09 22:00:00,0.01,NA,0,1354,0.00529826086956522
"33072",2007-10-09 23:00:00,0.01,NA,0,1345,0.00526304347826087
"33073",2007-10-10 00:00:00,0,NA,0,1367,0.00534913043478261
"33074",2007-10-10 01:00:00,0.01,NA,0,1385,0.0054195652173913
"33075",2007-10-10 02:00:00,0,NA,0,1376,0.00538434782608696
"33076",2007-10-10 03:00:00,0,NA,0,1384,0.00541565217391304
"33077",2007-10-10 04:00:00,0,NA,0,1395,0.00545869565217391
"33078",2007-10-10 05:00:00,0.01,NA,0,1405,0.00549782608695652
"33079",2007-10-10 06:00:00,0,NA,0,1399,0.00547434782608696
"33080",2007-10-10 07:00:00,0,NA,0.07,1405,0.00549782608695652
"33081",2007-10-10 08:00:00,0,NA,0.13,1419,0.00555260869565217
"33082",2007-10-10 09:00:00,0,NA,0.17,1433,0.00560739130434783
"33083",2007-10-10 10:00:00,0,NA,0.2,1411,0.00552130434782609
"33084",2007-10-10 11:00:00,0,NA,0.23,1393,0.00545086956521739
"33085",2007-10-10 12:00:00,0,NA,0.25,1393,0.00545086956521739
"33086",2007-10-10 13:00:00,0,NA,0.25,1369,0.00535695652173913
"33087",2007-10-10 14:00:00,0,NA,0.23,1390,0.00543913043478261
"33088",2007-10-10 15:00:00,0,NA,0.2,1405,0.00549782608695652
"33089",2007-10-10 16:00:00,0,NA,0.17,1413,0.00552913043478261
"33090",2007-10-10 17:00:00,0,NA,0.13,1420,0.00555652173913043
"33091",2007-10-10 18:00:00,0,NA,0.07,1427,0.00558391304347826
"33092",2007-10-10 19:00:00,0,NA,0,1425,0.00557608695652174
"33093",2007-10-10 20:00:00,0,NA,0,1416,0.00554086956521739
"33094",2007-10-10 21:00:00,0,NA,0,1407,0.00550565217391304
"33095",2007-10-10 22:00:00,0,NA,0,1406,0.00550173913043478
"33096",2007-10-10 23:00:00,0,NA,0,1428,0.00558782608695652
"33097",2007-10-11 00:00:00,0,NA,0,1452,0.00568173913043478
"33098",2007-10-11 01:00:00,0,NA,0,1452,0.00568173913043478
"33099",2007-10-11 02:00:00,0,NA,0,1440,0.00563478260869565
"33100",2007-10-11 03:00:00,0,NA,0,1428,0.00558782608695652
"33101",2007-10-11 04:00:00,0,NA,0,1416,0.00554086956521739
"33102",2007-10-11 05:00:00,0,NA,0,1405,0.00549782608695652
"33103",2007-10-11 06:00:00,0.04,NA,0,1416,0.00554086956521739
"33104",2007-10-11 07:00:00,0,NA,0.08,1431,0.0055995652173913
"33105",2007-10-11 08:00:00,0.06,NA,0.14,1435,0.00561521739130435
"33106",2007-10-11 09:00:00,0,NA,0.17,1438,0.00562695652173913
"33107",2007-10-11 10:00:00,0,NA,0.21,1464,0.00572869565217391
"33108",2007-10-11 11:00:00,0,NA,0.24,1512,0.00591652173913044
"33109",2007-10-11 12:00:00,0,NA,0.26,1550,0.00606521739130435
"33110",2007-10-11 13:00:00,0,NA,0.26,1531,0.00599086956521739
"33111",2007-10-11 14:00:00,0,NA,0.24,1502,0.00587739130434783
"33112",2007-10-11 15:00:00,0,NA,0.21,1470,0.00575217391304348
"33113",2007-10-11 16:00:00,0,NA,0.17,1415,0.00553695652173913
"33114",2007-10-11 17:00:00,0,NA,0.14,1355,0.00530217391304348
"33115",2007-10-11 18:00:00,0,NA,0.08,1325,0.00518478260869565
"33116",2007-10-11 19:00:00,0,NA,0,1335,0.00522391304347826
"33117",2007-10-11 20:00:00,0,NA,0,1345,0.00526304347826087
"33118",2007-10-11 21:00:00,0,NA,0,1335,0.00522391304347826
"33119",2007-10-11 22:00:00,0,NA,0,1309,0.00512217391304348
"33120",2007-10-11 23:00:00,0,NA,0,1311,0.00513
"33121",2007-10-12 00:00:00,0,NA,0,1327,0.00519260869565217
"33122",2007-10-12 01:00:00,0,NA,0,1343,0.00525521739130435
"33123",2007-10-12 02:00:00,0,NA,0,1358,0.00531391304347826
"33124",2007-10-12 03:00:00,0,NA,0,1365,0.00534130434782609
"33125",2007-10-12 04:00:00,0,NA,0,1370,0.00536086956521739
"33126",2007-10-12 05:00:00,0,NA,0,1375,0.0053804347826087
"33127",2007-10-12 06:00:00,0,NA,0,1379,0.00539608695652174
"33128",2007-10-12 07:00:00,0,NA,0.08,1380,0.0054
"33129",2007-10-12 08:00:00,0,NA,0.14,1416,0.00554086956521739
"33130",2007-10-12 09:00:00,0,NA,0.17,1435,0.00561521739130435
"33131",2007-10-12 10:00:00,0,NA,0.21,1420,0.00555652173913043
"33132",2007-10-12 11:00:00,0,NA,0.24,1405,0.00549782608695652
"33133",2007-10-12 12:00:00,0,NA,0.26,1389,0.00543521739130435
"33134",2007-10-12 13:00:00,0,NA,0.26,1373,0.00537260869565217
"33135",2007-10-12 14:00:00,0,NA,0.24,1358,0.00531391304347826
"33136",2007-10-12 15:00:00,0,NA,0.21,1342,0.00525130434782609
"33137",2007-10-12 16:00:00,0,NA,0.17,1327,0.00519260869565217
"33138",2007-10-12 17:00:00,0,NA,0.14,1327,0.00519260869565217
"33139",2007-10-12 18:00:00,0,NA,0.08,1339,0.0052395652173913
"33140",2007-10-12 19:00:00,0,NA,0,1351,0.00528652173913044
"33141",2007-10-12 20:00:00,0,NA,0,1363,0.00533347826086957
"33142",2007-10-12 21:00:00,0,NA,0,1364,0.00533739130434783
"33143",2007-10-12 22:00:00,0,NA,0,1349,0.00527869565217391
"33144",2007-10-12 23:00:00,0,NA,0,1334,0.00522
"33145",2007-10-13 00:00:00,0,NA,0,1324,0.00518086956521739
"33146",2007-10-13 01:00:00,0,NA,0,1338,0.00523565217391304
"33147",2007-10-13 02:00:00,0,NA,0,1355,0.00530217391304348
"33148",2007-10-13 03:00:00,0,NA,0,1367,0.00534913043478261
"33149",2007-10-13 04:00:00,0,NA,0,1359,0.00531782608695652
"33150",2007-10-13 05:00:00,0,NA,0,1354,0.00529826086956522
"33151",2007-10-13 06:00:00,0,NA,0,1366,0.00534521739130435
"33152",2007-10-13 07:00:00,0,NA,0.06,1379,0.00539608695652174
"33153",2007-10-13 08:00:00,0,NA,0.11,1393,0.00545086956521739
"33154",2007-10-13 09:00:00,0,NA,0.13,1406,0.00550173913043478
